"id","qnb","mvinyr","prfuse","csmptv","weight","pvwlbn","pvwlid","pvwlod","prvwel","rwtank","rwtkrp","rwusbn","rwusid","rwusod","rwtuse","otsrid","otsrod","otsodc","mncdsv","mnnmsv","dtcdsv","dtnmsv","pvcdsv","pvnmsv","dtbtor","byp1","byp2","byp3","byp4","byp5","byp6","byp7","byp8","byp9","ocpp1","ocpp2","ocpp3","ocpp4","ocpp5","ocpp6","ocpp7","ocpp8","ocpp9","hhs_0_19","hhs_20_64","hhs_65_95","hhstt","hhspo_0_19","hhspo_20_64","hhspo_65_95","hhsttpo","hhs_20_95","hhspo_20_95","eqadlt","eqadpo","rprage","rprgen","rprjob","rped6c","rped4c","income","inceqa","iceqac1","iceqac2","inccat","fseaid","dfpay","TEH","dwowsh","dwltyp","dwcsy9","dwcsy6","dwcsy5","livara","lareqa","nbktch","nblvrm","nbbdrm","nbbtrm","nbtoil","pldisw","pmnpol","pmnprp","tmppol","tmpprp","garden","dshwas","dshwrp","dshwas_3lvs","wasmch","wasmrp","wasmch_3lvs","bath","bathrp","bath_3lvs","shower","shwrrp","shower_3lvs","bthshw","btshrp","efshhd","efshrp","efshhd_3lvs","eftoil","eftlrp","eftoil_3lvs","eftech","efterp","drtoil","drtlrp","drtoil_3lvs","aoi","hlpwtk","cfdiwq","ppusvl","bdgmtr","lmtmtr","dwelocp","csptdo","cspppd","cspdwo","cspeqa","cspeqo"
83,9267,2014,"no",75.91,3.878186,"no","no","no","no","no","no","no","no","no","no","no","no","no","92094","Namur","92000","Namur","90000","Namur","SWDE",1977,1980,2002,2008,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,2,2,0,4,1,2,0,3,2,2,2.1,1.8,37,"M","state employee","university","university",2750,15714.2857142857,"modest","modest","modest","no","no",1.109454,"renter - private sector","2 facades","1946-1970","1946-1970","1946-1970",200,95.2380952380952,"1","1","3 or more","1","1","no","no","no","no","no","yes","no","no","no","yes","no","yes","yes","no","yes","no","no","no","bathtub","none","no","no","no","no","no","no","no","no","no","no","no",1,"no","rather suspicious","yes","no","no",1,75.91,51.9931506849315,69.324200913242,99.0345727332029,115.540334855403
84,5283,1976,"no",69.52,0.72972,"no","no","no","no","no","no","no","no","no","no","no","no","no","62121","Neupre","62000","Liege","60000","Liege","SWDE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no",NA,"owner","4 facades","1971-1980","1971-1990","1971-1990",250,NA,"1","2","3 or more","1","2","no","no","no","no","no","yes","yes","yes","recent_replaced","yes","yes","recent_replaced","yes","no","yes","yes","no","yes","both","none","no","no","no","yes","yes","recent_replaced","yes","yes","no","no","no",0.883529411764706,"no","confident","yes","no","no",NA,NA,NA,NA,NA,NA
86,5540,2009,"no",54.15,1.071824,"no","no","no","no","yes","no","yes","yes","yes","both","yes","yes","no","83012","Durbuy","83000","Marche-en-Famenne","80000","Luxembourg","SWDE",1980,1978,2010,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,2,0,3,1,2,0,3,2,2,1.8,1.8,36,"F","state employee","higher not university","university",3750,25000,"modest","average","average","no","no",0.589222,"owner - mortgage loan","4 facades","2006 and after","2001 and after","2001 and after",185,102.777777777778,"1","1","3 or more","1","1","no","no","no","yes","yes","yes","yes","no","yes","yes","no","yes","yes","no","yes","yes","no","yes","both","none","yes","yes","recent_replaced","yes","no","yes","yes","yes","no","no","no",0.728235294117647,"no","rather confident","yes","no","no",0.980769230769231,55.2117647058824,49.4520547945205,50.4217029277464,82.4200913242009,84.0361715462441
87,11464,2012,"no",6.95,1.277935,"no","no","no","no","yes","no","yes","yes","yes","both","yes","yes","no","53039","Hensies","53000","Mons","50000","Hainaut","SWDE",1973,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,1,1,1,1,1,41,"F","private sector","university","university",2250,27000,"average","higher","average","no","no",0.447325,"owner - mortgage loan","3 facades","1919-1945","1919-1945","Before 1945",85,85,"1","1","3 or more","1","1","no","no","no","no","no","yes","no","no","no","yes","no","yes","yes","no","yes","no","no","no","bathtub","none","yes","no","yes","yes","no","yes","yes","no","no","no","no",0.728235294117647,"no","confident","yes","no","no",1,6.95,19.041095890411,19.041095890411,19.041095890411,19.041095890411
88,2293,2009,"no",32.34,0.82939,"no","no","no","no","no","yes","yes","yes","yes","both","yes","yes","no","64034","Hannut","64000","Waremme","60000","Liege","SWDE",1978,2006,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,2,1,1,0,2,1,1,1.3,1.3,36,"F","state employee","university","university",2250,20769.2307692308,"modest","average","modest","no","yes",0.607216,"owner - mortgage loan","4 facades","2006 and after","2001 and after","2001 and after",103,79.2307692307692,"1","1","2","1","2","no","no","no","no","no","yes","yes","yes","recent_replaced","yes","no","yes","no","yes","no","no","no","no","none","bathtub","no","no","no","no","no","no","no","no","no","no","no",1,"no","rather confident","yes","no","no",0.942307692307692,34.32,44.3013698630137,47.013698630137,68.1559536354057,72.3287671232877
89,10359,2006,"no",66.85,0.796554,"no","no","no","no","yes","no","yes","yes","yes","both","yes","yes","no","92094","Namur","92000","Namur","90000","Namur","SWDE",1974,1977,2007,2010,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,2,2,0,4,2,2,0,4,2,2,2.1,2.1,40,"M","manager","university","university",3250,18571.4285714286,"modest","modest","average","no","no",0.830974,"owner - mortgage loan","4 facades","2006 and after","2001 and after","2001 and after",120,57.1428571428571,"1","1","3 or more","1","2","yes","yes","no","no","no","yes","yes","no","yes","yes","no","yes","yes","no","yes","no","no","no","bathtub","none","no","no","no","yes","no","yes","yes","no","no","no","no",0.883529411764706,"no","confident","yes","no","no",0.961538461538462,69.524,45.7876712328767,47.6191780821918,87.2146118721461,90.7031963470319
90,4169,2011,"no",54.26,1.609179,"no","no","no","no","no","no","no","no","no","no","no","no","no","63079","Verviers","63000","Verviers","60000","Liege","SWDE",1975,1975,2002,2007,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,2,2,0,4,2,2,0,4,2,2,2.1,2.1,39,"M","state employee","higher not university","university",3750,21428.5714285714,"modest","average","average","no","no",0.590357,"owner - mortgage loan","2 facades","1875-1918","Before 1919","Before 1945",180,85.7142857142857,"1","1","3 or more","1","2","no","no","no","no","no","yes","yes","no","yes","yes","yes","recent_replaced","no","yes","no","no","no","no","none","bathtub","no","no","no","no","yes","no","no","yes","no","no","no",1,"no","confident","yes","no","no",0.942307692307692,57.5820408163265,37.1643835616438,39.4397539837853,70.7893020221787,75.1233409214958
94,9191,1965,"yes",NA,0.811986,"no","no","no","no","no","no","no","no","no","no","no","no","no","53065","Quaregnon","53000","Mons","50000","Hainaut","SWDE",1965,1978,2009,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,2,0,3,1,2,0,3,2,2,1.8,1.8,49,"M","state employee","university","university",3750,25000,"modest","average","average","no","no",0.977448,"owner","4 facades","1946-1970","1946-1970","1946-1970",200,111.111111111111,"1","1","3 or more","1","2","yes","no","no","yes","no","yes","yes","yes","recent_replaced","yes","no","yes","yes","no","yes","yes","no","yes","both","none","yes","no","yes","yes","no","yes","yes","no","no","no","no",0.728235294117647,"no","rather confident","yes","no","no",0.961538461538462,NA,NA,NA,NA,NA
95,8074,2012,"no",56,1.000268,"no","no","no","no","no","no","no","no","no","no","no","no","no","62022","Chaudfontaine","62000","Liege","60000","Liege","CILE",1931,1933,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,0,0,2,2,2,2,1.5,1.5,83,"M","(pre)retired","before highschool","before highschool",2250,18000,"modest","modest","modest","no","no",1.017807,"renter - private sector","appartment/studio","2001-2005","2001 and after","2001 and after",90,60,"1","1","2","1","1","no","no","no","no","no","no","yes","no","yes","yes","no","yes","yes","no","yes","no","no","no","bathtub","none","yes","no","yes","yes","no","yes","yes","no","no","no","no",0.728235294117647,"no","rather confident","yes","no","no",0.980769230769231,57.0980392156863,76.7123287671233,78.2164920762826,102.283105022831,104.28865610171
96,1254,2013,"no",106.29,1.198836,"no","no","no","no","no","no","no","no","no","no","no","no","no","57081","Tournai","57000","Tournai","50000","Hainaut","SWDE",1987,1986,2012,2015,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,2,0,3,1,2,0,3,2,2,1.8,1.8,28,"F","freelancer","higher not university","university",3750,25000,"modest","average","average","no","no",1.126861,"owner - mortgage loan","4 facades","1919-1945","1919-1945","Before 1945",160,88.8888888888889,"1","2","3 or more","1","2","no","no","no","no","no","no","yes","yes","recent_replaced","yes","yes","recent_replaced","yes","yes","recent_replaced","no","no","no","bathtub","bathtub","no","no","no","no","no","no","no","no","no","no","no",1,"no","rather confident","yes","no","no",0.961538461538462,110.5416,97.0684931506849,100.951232876712,161.780821917808,168.252054794521
97,5501,2003,"no",21,0.757435,"no","no","no","no","no","no","no","no","no","no","no","no","no","93022","Florennes","93000","Philippeville","90000","Namur","INASEP",1938,1942,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,0,0,2,2,2,2,1.5,1.5,76,"M","(pre)retired","higher not university","university",3250,26000,"average","average","average","no","no",0.354681,"owner","4 facades","1875-1918","Before 1919","Before 1945",120,80,"1","2","3 or more","1","2","no","no","no","no","no","no","yes","no","yes","yes","no","yes","yes","no","yes","no","no","no","bathtub","none","no","no","no","yes","no","yes","yes","no","no","no","no",0.883529411764706,"no","confident","yes","no","no",1,21,28.7671232876712,28.7671232876712,38.3561643835616,38.3561643835616
100,9831,2012,"no",119.26,0.901312,"no","no","no","no","no","no","no","no","no","no","no","no","no","52011","Charleroi","52000","Charleroi","50000","Hainaut","SWDE",1967,1974,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0,2,0,2,2,2,1.5,1.5,47,"M","state employee","higher not university","university",2250,18000,"modest","modest","modest","no","no",2.101001,"owner - mortgage loan","2 facades","1919-1945","1919-1945","Before 1945",80,53.3333333333333,"1","1","3 or more","1","2","no","no","no","no","no","yes","no","no","no","yes","no","yes","yes","no","yes","no","no","no","bathtub","none","no","no","no","yes","yes","recent_replaced","yes","yes","no","no","no",0.883529411764706,"no","confident","yes","no","no",1,119.26,163.369863013699,163.369863013699,217.826484018265,217.826484018265
101,2514,1975,"no",91.57,0.503289,"no","no","no","no","no","no","no","no","no","no","no","no","no","56029","Froidchapelle","56000","Thuin","50000","Hainaut","SWDE",1947,1950,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,0,1,1,2,2,2,1.5,1.5,67,"M","(pre)retired","university","university",3250,26000,"average","average","average","no","no",1.125089,"owner","4 facades","1971-1980","1971-1990","1971-1990",160,106.666666666667,"1","1","3 or more","1","1","yes","no","no","no","no","yes","yes","yes","recent_replaced","yes","no","yes","no","no","no","yes","no","yes","shower","none","no","no","no","yes","no","yes","yes","no","no","no","no",0.883529411764706,"no","rather confident","yes","no","no",0.961538461538462,95.2328,125.438356164384,130.455890410959,167.251141552511,173.941187214612
102,9968,2006,"no",69.74,0.901312,"no","no","no","no","yes","no","no","no","no","no","no","no","no","52015","Courcelles","52000","Charleroi","50000","Hainaut","SWDE",1969,1971,2003,2006,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,2,2,0,4,2,2,0,4,2,2,2.1,2.1,45,"M","state employee","highschool","highschool",4750,27142.8571428571,"average","higher","higher","no","no",0.592088,"owner - mortgage loan","4 facades","1919-1945","1919-1945","Before 1945",150,71.4285714285714,"1","2","3 or more","1","1","no","no","no","no","no","no","yes","no","yes","yes","no","yes","yes","no","yes","no","no","no","bathtub","none","yes","no","yes","yes","no","yes","yes","no","no","no","no",0.728235294117647,"no","rather confident","yes","no","no",0.846153846153846,82.42,47.7671232876712,56.4520547945205,90.9849967384214,107.527723418134
103,12369,2009,"no",32.97,0.402072,"no","no","no","no","no","no","no","no","no","no","no","no","no","52022","Fontaine-L'eveque","52000","Charleroi","50000","Hainaut","SWDE",1940,1941,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0.25,NA,NA,NA,NA,0,0,2,2,0,0,2,2,2,2,1.5,1.5,74,"M","(pre)retired","university","university",2750,22000,"modest","average","average","no","no",0.505672,"owner","appartment/studio","2006 and after","2001 and after","2001 and after",200,133.333333333333,"1","1","3 or more","1","2","no","no","no","no","no","no","yes","yes","recent_replaced","yes","no","yes","yes","yes","recent_replaced","no","no","no","bathtub","bathtub","no","no","no","yes","yes","recent_replaced","yes","yes","no","no","no",0.883529411764706,"no","confident","yes","no","no",1,32.97,45.1643835616438,45.1643835616438,60.2191780821918,60.2191780821918
104,3634,2013,"no",23,1.091873,"no","no","no","no","no","no","no","no","no","no","no","no","no","62015","Beyne-Heusay","62000","Liege","60000","Liege","CILE",1985,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,1,1,1,1,1,29,"M","state employee","university","university",2250,27000,"average","higher","average","no","no",0.53271,"owner - mortgage loan","2 facades","1946-1970","1946-1970","1946-1970",60,60,"1","1","2","1","1","no","no","no","no","no","no","yes","yes","recent_replaced","yes","no","yes","no","no","no","yes","yes","recent_replaced","shower","shower","yes","yes","recent_replaced","yes","yes","recent_replaced","yes","yes","no","no","no",0.728235294117647,"no","confident","yes","no","no",1,23,63.013698630137,63.013698630137,63.013698630137,63.013698630137
110,NA,NA,"no",51,1,"no","no","no","no","no","no","no","no","no","no","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","none","none","no","no","no","no","no","no","no","no","no","no","no",0.823529411764706,"no",NA,"yes","no","no",NA,NA,NA,NA,NA,NA
113,10890,2003,"no",76,1.291957,"no","no","no","no","no","no","no","no","no","no","no","no","no","62063","Liege","62000","Liege","60000","Liege","CILE",1974,2003,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,2,1,1,0,2,1,1,1.3,1.3,40,"F","state employee","university","university",2250,20769.2307692308,"modest","average","modest","no","no",1.362825,"owner - mortgage loan","2 facades","1919-1945","1919-1945","Before 1945",127,97.6923076923077,"1","2","2","1","1","no","no","no","no","no","no","no","no","no","yes","yes","recent_replaced","no","no","no","yes","no","yes","shower","none","no","no","no","yes","yes","recent_replaced","yes","yes","no","no","no",0.883529411764706,"no","confident","yes","no","no",0.980769230769231,77.4901960784314,104.109589041096,106.150953532098,160.168598524763,163.30915928015
114,7431,2004,"no",29.54,0.402072,"no","no","no","no","yes","no","yes","yes","yes","both","yes","yes","no","51014","Chievres","51000","Ath","50000","Hainaut","SWDE",1949,1951,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,0,1,1,2,2,2,1.5,1.5,65,"M","(pre)retired","before highschool","before highschool",1750,14000,"modest","modest","modest","no","no",0.725932,"owner","4 facades","2001-2005","2001 and after","2001 and after",100,66.6666666666667,"1","1","2","1","1","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","no","yes","shower","none","no","no","no","yes","no","yes","yes","no","no","no","no",0.883529411764706,"no","rather confident","yes","no","no",0.980769230769231,30.1192156862745,40.4657534246575,41.2591995702391,53.9543378995434,55.0122660936521
116,10361,2012,"no",48,0.747251,"no","no","no","no","yes","no","yes","yes","yes","both","yes","yes","no","93088","Walcourt","93000","Philippeville","90000","Namur","INASEP",1987,1989,2011,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,2,0,3,1,2,0,3,2,2,1.8,1.8,27,"M","state employee","higher not university","university",2750,18333.3333333333,"modest","modest","modest","no","no",0.706284,"owner - mortgage loan","3 facades","2006 and after","2001 and after","2001 and after",150,83.3333333333333,"1","1","3 or more","1","1","no","no","no","no","no","yes","yes","yes","recent_replaced","yes","no","yes","yes","yes","recent_replaced","yes","yes","recent_replaced","both","both","yes","yes","recent_replaced","yes","yes","recent_replaced","yes","yes","no","no","no",0.728235294117647,"no","rather confident","yes","no","no",0.961538461538462,49.92,43.8356164383562,45.5890410958904,73.0593607305936,75.9817351598173
117,13408,1989,"no",21,0.911202,"no","no","no","no","no","no","yes","yes","yes","both","yes","yes","no","62063","Liege","62000","Liege","60000","Liege","CILE",1953,1941,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,0,1,1,2,2,2,1.5,1.5,73,"M","(pre)retired","highschool","highschool",2750,22000,"modest","average","average","no","no",0.427305,"owner","3 facades","1919-1945","1919-1945","Before 1945",90,60,"1","1","2","2","2","no","no","no","no","no","no","no","no","no","yes","no","yes","yes","no","yes","no","no","no","bathtub","none","no","no","no","yes","yes","recent_replaced","yes","yes","no","no","no",0.883529411764706,"no","rather confident","yes","no","no",0.923076923076923,22.75,28.7671232876712,31.1643835616438,38.3561643835616,41.5525114155251
118,191,2001,"yes",NA,0.584959,"no","no","no","no","yes","no","no","no","no","no","no","no","no","63084","Welkenraedt","63000","Verviers","60000","Liege","SWDE",1969,1976,2005,2008,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,2,2,0,4,2,2,0,4,2,2,2.1,2.1,45,"M","manager","higher not university","university",5250,30000,"average","higher","higher","no","no",0.748553,"owner - mortgage loan","4 facades","1991-2000","1991-2000","1991-2000",100,47.6190476190476,"1","1","3 or more","1","1","no","no","no","no","no","yes","yes","no","yes","yes","no","yes","yes","no","yes","no","no","no","bathtub","none","no","no","no","no","no","no","no","no","no","no","no",1,"no","confident","yes","no","no",0.923076923076923,NA,NA,NA,NA,NA
120,13434,1997,"no",11.06,0.811986,"no","no","no","no","yes","no","yes","yes","yes","both","yes","yes","no","52011","Charleroi","52000","Charleroi","50000","Hainaut","SWDE",1970,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,1,1,1,1,1,44,"M","private sector","higher not university","university",2250,27000,"average","higher","average","no","no",0.468665,"owner","3 facades","1946-1970","1946-1970","1946-1970",150,150,"1","1","3 or more","1","1","no","no","no","no","no","no","yes","yes","recent_replaced","yes","yes","recent_replaced","yes","no","yes","no","no","no","bathtub","none","no","no","no","yes","yes","recent_replaced","yes","yes","no","no","no",0.883529411764706,"no","no opinion","yes","no","no",0.980769230769231,11.276862745098,30.3013698630137,30.8955143701316,30.3013698630137,30.8955143701316
